labelAnswer|title|slug|answer|commentAnswer|summary|content|authorEmail|||
A. Les rayonnements utilis&eacute;s en radioth&eacute;rapie ont de grandes &eacute;nergies (de l'ordre du MeV)|18. Concernant les rayonnements, indiquez la ou les propositions exactes :|UE3T130118|VRAI|A. Vrai, ces hautes &eacute;nergies permettent de d&eacute;truire les tissus canc&eacute;reux||||||
B. Pour faire des diagnostics en radiologie, les rayonnements ont la m&ecirc;me &eacute;nergie qu'en radioth&eacute;rapie|18. Concernant les rayonnements, indiquez la ou les propositions exactes :|UE3T130118|FAUX|B. Faux, les rayonnements sont moins &eacute;nerg&eacute;tiques en diagnostic qu'en th&eacute;rapeutique afin de pr&eacute;server les tissus||||||
C. Les rayonnements utilis&eacute;s en radioth&eacute;rapie ont de grandes longueurs d'onde (de l'ordre du m)|18. Concernant les rayonnements, indiquez la ou les propositions exactes :|UE3T130118|FAUX|C. Faux, les rayonnements en th&eacute;rapeutique sont tr&egrave;s &eacute;nerg&eacute;tiques, leur longueur d'onde est donc petite : E = hc/λ (quand E augmente, λ diminue). La longueur d'onde de ces rayonnements est inf&eacute;rieur au nm.||||||
D. Les rayonnements &eacute;lectromagn&eacute;tiques dans la partie visible du spectre sont dits ionisants|18. Concernant les rayonnements, indiquez la ou les propositions exactes :|UE3T130118|FAUX|D. Faux, et heureusement pour nous (rayonnement violet = 400nm =&gt; E = hc/λ = 4.95. 10^-19 J = 3.09eV &lt; 13.6eV, limite th&eacute;orique qui correspond &agrave; l'&eacute;nergie n&eacute;cessaire pour ioniser un atome d'hydrog&egrave;ne &agrave; l'&eacute;tat fondamental)||||||
E. Un rayonnement visible dans les rouges est plus &eacute;nerg&eacute;tique qu'un rayonnement dans les violets|18. Concernant les rayonnements, indiquez la ou les propositions exactes :|UE3T130118|FAUX|E. Faux, les UV sont plus &eacute;nerg&eacute;tiques que les infrarouges||||||
A. Les &eacute;lectrons situ&eacute;s sur une couche p&eacute;riph&eacute;rique sont plus faciles &agrave; arracher|19. Concernant les &eacute;changes d'&eacute;nergie d'un &eacute;lectron, indiquez la ou les propositions exactes :|UE3T130119|VRAI|A. Vrai, &eacute;tant plus loin du noyau, ils subissent moins son attraction||||||
B. Le ph&eacute;nom&egrave;ne de fluorescence correspond &agrave; une &eacute;mission d'&eacute;lectrons|19. Concernant les &eacute;changes d'&eacute;nergie d'un &eacute;lectron, indiquez la ou les propositions exactes :|UE3T130119|FAUX|B. Faux, c'est une &eacute;mission de photon cons&eacute;cutive au retour d'un &eacute;lectron sur une sous-couche moins &eacute;nerg&eacute;tique. L'&eacute;nergie lib&eacute;r&eacute;e par la transition est conserv&eacute;e sous la forme d'un photon de m&ecirc;me &eacute;nergie||||||
C. Les rayonnements γ sont obtenus par r&eacute;arrangement du cort&egrave;ge &eacute;lectronique|19. Concernant les &eacute;changes d'&eacute;nergie d'un &eacute;lectron, indiquez la ou les propositions exactes :|UE3T130119|FAUX|C. Faux, ce sont des rayonnements &eacute;lectromagn&eacute;tiques engendr&eacute;s par des ph&eacute;nom&egrave;nes li&eacute;s au noyau, non au cort&egrave;ge (c'est la diff&eacute;rence entre les γ et les X)||||||
D. Les rayonnements X et γ sont tous les deux &eacute;lectromagn&eacute;tiques|19. Concernant les &eacute;changes d'&eacute;nergie d'un &eacute;lectron, indiquez la ou les propositions exactes :|UE3T130119|VRAI|D. Vrai, ph&eacute;nom&egrave;ne li&eacute; au noyau||||||
E. Le spectre d'&eacute;mission par fluorescence d'un atome est continu|19. Concernant les &eacute;changes d'&eacute;nergie d'un &eacute;lectron, indiquez la ou les propositions exactes :|UE3T130119|FAUX|E. Faux, c'est un spectre de raies. La fr&eacute;quence de l'onde &eacute;mise est proportionnelle &agrave; son &eacute;nergie (E = hν). Or cette &eacute;nergie prend un nombre d&eacute;nombrable (ie pas continue) de valeurs (cf. cours de chimie quantique pour plus de pr&eacute;cisions). Seul un nombre d&eacute;nombrable de valeurs de fr&eacute;quences peut donc &ecirc;tre &eacute;mis.||||||
A. La fr&eacute;quence de cette onde est ν = 6.4×10²THz|20. Concernant le rayonnement visible suivant, indiquez la ou les propositions exactes : On s'int&eacute;resse &agrave; un rayonnement &eacute;lectromagn&eacute;tique visible (dans les bleus) de longueur d'onde λ = 470nm. On rappelle : la constante de Planck h = 6,6×10-34 J ⋅ s et le nombre d'Avogadro Na = 6 * 10^23 mol-1|UE3T130120|VRAI|A. Vrai, ν = c/λ||||||
B. L'&eacute;nergie de ce rayonnement est E = 2.11×10^-19 J|20. Concernant le rayonnement visible suivant, indiquez la ou les propositions exactes : On s'int&eacute;resse &agrave; un rayonnement &eacute;lectromagn&eacute;tique visible (dans les bleus) de longueur d'onde λ = 470nm. On rappelle : la constante de Planck h = 6,6×10-34 J ⋅ s et le nombre d'Avogadro Na = 6 * 10^23 mol-1|UE3T130120|FAUX|B. Faux, E = hν = 6,6×10^-34 ×6.4×10^14 = 4.22×10^-19 J||||||
C. Ce rayonnement est ionisant|20. Concernant le rayonnement visible suivant, indiquez la ou les propositions exactes : On s'int&eacute;resse &agrave; un rayonnement &eacute;lectromagn&eacute;tique visible (dans les bleus) de longueur d'onde λ = 470nm. On rappelle : la constante de Planck h = 6,6×10-34 J ⋅ s et le nombre d'Avogadro Na = 6 * 10^23 mol-1|UE3T130120|FAUX|C. Faux, E = 4.22×10^-22 J = 4.22× 10^-19 / (1,6.10^-19)eV = 2.64eV, inf&eacute;rieur au seuil de 13.6eV||||||
D. Un rayonnement visible dans les rouges est plus &eacute;nerg&eacute;tique que cette onde|20. Concernant le rayonnement visible suivant, indiquez la ou les propositions exactes : On s'int&eacute;resse &agrave; un rayonnement &eacute;lectromagn&eacute;tique visible (dans les bleus) de longueur d'onde λ = 470nm. On rappelle : la constante de Planck h = 6,6×10-34 J ⋅ s et le nombre d'Avogadro Na = 6 * 10^23 mol-1|UE3T130120|FAUX|D. Faux, les rayonnements visibles dans les rouges sont les moins &eacute;nerg&eacute;tiques des rayonnements visibles||||||
E. Un rayonnement visible dans les rouges a une plus grande longueur d'onde que ce rayonnement|20. Concernant le rayonnement visible suivant, indiquez la ou les propositions exactes : On s'int&eacute;resse &agrave; un rayonnement &eacute;lectromagn&eacute;tique visible (dans les bleus) de longueur d'onde λ = 470nm. On rappelle : la constante de Planck h = 6,6×10-34 J ⋅ s et le nombre d'Avogadro Na = 6 * 10^23 mol-1|UE3T130120|VRAI|E. Vrai, les rayonnements dans les rouges &eacute;tant moins &eacute;nerg&eacute;tiques, ils ont une longueur d'onde plus grande||||||
A. Une grandeur extensive est une grandeur additive|21. Concernant ces grandeurs physiques, indiquez la ou les propositions exactes :|UE3T130121|VRAI|A. Vrai, exemple : le volume. La r&eacute;union de deux volumes de 1L fait bien un volume de 2L.||||||
B. La temp&eacute;rature est une grandeur extensive|21. Concernant ces grandeurs physiques, indiquez la ou les propositions exactes :|UE3T130121|FAUX|B. Faux : inversement, en m&eacute;langeant un litre d'eau &agrave; 20°C et un &agrave; 40°C, le m&eacute;lange n'a pas une temp&eacute;rature de 60°C||||||
C. Le volume est une grandeur extensive|21. Concernant ces grandeurs physiques, indiquez la ou les propositions exactes :|UE3T130121|VRAI|C. Vrai, cf item A||||||
D. Le rapport de deux grandeurs extensives est une grandeur extensive|21. Concernant ces grandeurs physiques, indiquez la ou les propositions exactes :|UE3T130121|FAUX|D. Faux, c'est une grandeur intensive : exemple de la concentration. La concentration est homog&egrave;ne &agrave; une quantit&eacute; de mati&egrave;re (extensive) divis&eacute;e par un volume (extensif). M&eacute;langer deux volumes V d'une solution de concentration C aboutit &agrave; une solution de volume 2V et de concentration C.||||||
E. Le volume molaire partiel est une grandeur extensive|21. Concernant ces grandeurs physiques, indiquez la ou les propositions exactes :|UE3T130121|FAUX|E. Faux, cf la d&eacute;finition du volume molaire partiel et l'item pr&eacute;c&eacute;dent||||||
A. Le m&eacute;lange de na moles de liquide (de volume molaire  Va ) et nb moles de liquide (de volume molaire  Vb ) a pour volume total V = na Va + nb Vb|22. Concernant les grandeurs molaires partielles, indiquez la ou les propositions exactes :|UE3T130122|FAUX|A. Faux, il faut utiliser les volumes molaires partiels et non le volume molaire (car le volume molaire ne prend pas en compte les changements de volumes li&eacute;s aux interactions entre mol&eacute;cules des deux esp&egrave;ces)||||||
B. À T et P fix&eacute;es, le volume molaire partiel de l'&eacute;thanol dans un m&eacute;lange eau/&eacute;thanol d&eacute;pend de la composition du m&eacute;lange|22. Concernant les grandeurs molaires partielles, indiquez la ou les propositions exactes :|UE3T130122|VRAI|B. Vrai, voir courbe du cours slide 20||||||
C. Le potentiel chimique est une grandeur extensive|22. Concernant les grandeurs molaires partielles, indiquez la ou les propositions exactes :|UE3T130122|FAUX|C. Faux, c'est une grandeur intensive (comme toutes les grandeurs molaires partielles)||||||
D. Pour qu'une r&eacute;action soit spontan&eacute;e, la variation d'enthalpie libre entre les &eacute;tats initiaux et finaux doit &ecirc;tre n&eacute;gative|22. Concernant les grandeurs molaires partielles, indiquez la ou les propositions exactes :|UE3T130122|VRAI|D. Vrai, la fonction d'&eacute;tat enthalpie libre est ainsi utilis&eacute;e pour pr&eacute;voir le sens d'une r&eacute;action||||||
E. L'unit&eacute; SI de l'enthalpie libre molaire partielle est le J.mol-1|22. Concernant les grandeurs molaires partielles, indiquez la ou les propositions exactes :|UE3T130122|VRAI|||||||
A. Le potentiel chimique d'une substance est son enthalpie libre molaire partielle|23. Concernant les potentiels chimiques, indiquez la ou les propositions exactes :|UE3T130123|VRAI|A. Vrai, c'est la d&eacute;finition||||||
B. Le potentiel chimique d'un gaz parfait est donn&eacute; par μ T, P = μ° T + RT ln P − ln  (P°)|23. Concernant les potentiels chimiques, indiquez la ou les propositions exactes :|UE3T130123|VRAI|B. Vrai, pour m&eacute;moire ln  (a/b) = ln  (a) − ln  (b)||||||
C. Dans un syst&egrave;me &agrave; l'&eacute;quilibre entre deux phases, le potentiel chimique est identique dans chacune de ces phases|23. Concernant les potentiels chimiques, indiquez la ou les propositions exactes :|UE3T130123|VRAI|C. Vrai, c'est tout l'int&eacute;r&ecirc;t d'utiliser cette fonction d'&eacute;tat||||||
D. Le potentiel chimique d'un corps pur, &agrave; P fix&eacute;e, est une fonction croissante de la temp&eacute;rature|23. Concernant les potentiels chimiques, indiquez la ou les propositions exactes :|UE3T130123|FAUX|D. Faux, pour un corps pur (d�&micro;/dT)P = −Sm(T, P) , o&ugrave; l'entropie molaire Sm est positive. La d&eacute;riv&eacute; partielle du potentiel chimique par rapport &agrave; la temp&eacute;rature est donc n&eacute;gative, le potentiel est alors une fonction d&eacute;croissante de T.||||||
E. Le potentiel chimique d'un corps pur en phase condens&eacute;e est une fonction croissante de la pression|23. Concernant les potentiels chimiques, indiquez la ou les propositions exactes :|UE3T130123|FAUX|E. Faux, en phase condens&eacute;e, le potentiel chimique est &eacute;gal au potentiel chimique standard μ T, P = μ°(T). La pression n'a que peu d'influence sur le potentiel chimique des phases condens&eacute;es.||||||
A. Une variable intensive est une grandeur non proportionnelle &agrave; la quantit&eacute; de mati&egrave;re pr&eacute;sente dans un syst&egrave;me.|1. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120101|FAUX|A. Non, une variable intensive est une grandeur qui ne d&eacute;pend pas de la quantit&eacute; de mati&egrave;re.||||||
B. La masse est une grandeur extensive.|1. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120101|VRAI|||||||
C. La temp&eacute;rature dite « normale » vaut 0 K.|1. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120101|FAUX|C. Non, elle vaut 0°C.||||||
D. Une des hypoth&egrave;ses pour qu'un gaz soit qualifi&eacute; de « parfait » implique que les interactions entre les particules de ce gaz se limitent aux seuls chocs entre elles et avec les parois du r&eacute;cipient qui les contient. Les interactions de surface, de pesanteur et &eacute;lectromagn&eacute;tique sont n&eacute;gligeables.|1. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120101|VRAI|||||||
E. Une des hypoth&egrave;ses pour qu'un gaz soit qualifi&eacute; de « parfait » implique que les particules de ce gaz ne subissent aucune collision entre elles ou avec les parois du r&eacute;cipient qui les contient.|1. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120101|FAUX|E. Non, en revanche, le mod&egrave;le exige que ces collisions soient parfaitement &eacute;lastiques (conservation de l'&eacute;nergie cin&eacute;tique et de la quantit&eacute; de mouvement)||||||
A. Si l'&eacute;volution d'un syst&egrave;me thermodynamique est spontan&eacute;e, son enthalpie libre d&eacute;cro&icirc;t (dG < 0)|3. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120103|VRAI|||||||
B. Lors d'une &eacute;volution spontan&eacute;e, c'est le compartiment de potentiel chimique le plus &eacute;lev&eacute; qui perd de la mati&egrave;re.|3. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120103|VRAI|||||||
C. Dans un syst&egrave;me constitu&eacute; de deux phases, une phase liquide et une phase gazeuse, le potentiel chimique d'un constituant &agrave; l'&eacute;quilibre entre les deux phases sera plus &eacute;lev&eacute; dans la phase gazeuse que celui de la phase liquide.|3. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120103|FAUX|C. A l'&eacute;quilibre le potentiel chimique d'un composant est le m&ecirc;me dans toutes les phases.||||||
D. Les potentiels chimiques sont des grandeurs extensives.|3. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120103|FAUX|D. Ce sont des grandeurs intensives. L'enthalpie libre est extensive.||||||
E. Le potentiel chimique d'un constituant A i dans un m&eacute;lange est ind&eacute;pendant de la composition du m&eacute;lange.|3. Parmi ces affirmations, laquelle (lesquelles) est (sont) juste(s) ?|UE3T120103|FAUX|E. Au contraire, tout l'int&eacute;r&ecirc;t des grandeurs molaires partielles est de donner l'&eacute;volution de la grandeur en fonction de la composition du m&eacute;lange.||||||
A. Ce sont des portions de l'univers que l'on isole par la pens&eacute;e|5. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120105|VRAI|||||||
B. Ils sont forc&eacute;ment d&eacute;finis par une fronti&egrave;re mat&eacute;rielle|5. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120105|FAUX|B. Ils ne sont pas forc&eacute;ment d&eacute;fnis par une fronti&egrave;re mat&eacute;rielle!||||||
C. Cette fronti&egrave;re est appel&eacute;e s&eacute;paration|5. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120105|FAUX|C. La fronti&egrave;re entre le syst&egrave;me et le milieu ext&eacute;rieur est appel&eacute;e paroi ou enceinte||||||
D. Un syst&egrave;me ouvert peut &eacute;changer &eacute;nergie et mati&egrave;re avec le milieu ext&eacute;rieur|5. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120105|VRAI|||||||
E. Un syst&egrave;me ferm&eacute; ne peut pas &eacute;changer d'&eacute;nergie ni de mati&egrave;re avec le milieu ext&eacute;rieur|5. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120105|FAUX|E. C'est ici la d&eacute;finition d'un syst&egrave;me isol&eacute;. Un syst&egrave;me ferm&eacute; peut &eacute;changer de la mati&egrave;re avec le milieu ext&eacute;rieur, mais pas de l'&eacute;nergie.||||||
A. Un thermos est un milieu ferm&eacute;|6. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120106|FAUX|isol&eacute;||||||
B. Une bact&eacute;rie est un milieu ouvert|6. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120106|VRAI|B. Une bact&eacute;rie constitue, comme les autres &ecirc;tres vivants, un milieu ouvert (elle se nourrit et rejette de la mati&egrave;re)||||||
C. Un r&eacute;frig&eacute;rateur en fonctionnement est un milieu ferm&eacute;|6. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120106|VRAI|||||||
D. Un chien est un milieu ouvert|6. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les syst&egrave;mes thermodynamiques :|UE3T120106|VRAI|D. Une bact&eacute;rie constitue, comme les autres &ecirc;tres vivants, un milieu ouvert (elle se nourrit et rejette de la mati&egrave;re)||||||
A. Connexion|7. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Par quel(s) processus d'&eacute;change thermique est essentiellement transmise la chaleur ?|UE3T120107|FAUX|||||||
B. Convection|7. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Par quel(s) processus d'&eacute;change thermique est essentiellement transmise la chaleur ?|UE3T120107|VRAI|||||||
C. Transfert thermique|7. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Par quel(s) processus d'&eacute;change thermique est essentiellement transmise la chaleur ?|UE3T120107|FAUX|||||||
D. Conduction thermique|7. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Par quel(s) processus d'&eacute;change thermique est essentiellement transmise la chaleur ?|UE3T120107|VRAI|||||||
E. Rayonnement|7. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Par quel(s) processus d'&eacute;change thermique est essentiellement transmise la chaleur ?|UE3T120107|VRAI|||||||
A. Le premier pr&iacute;ncipe stipule que lors de toute transformation il y a conservation de l'&eacute;nergie|8. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les principes de la thermodynamique :|UE3T120108|VRAI|||||||
B. “Au cours d'une transformation d'un syst&egrave;me ferm&eacute;, la variation de son &eacute;nergie est &eacute;gale &agrave; la quantit&eacute; d'&eacute;nergie &eacute;chang&eacute;e avec le milieu &eacute;xt&eacute;rieur” d&eacute;crit l'action du premier principe.|8. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les principes de la thermodynamique :|UE3T120108|VRAI|||||||
C. Le deuxi&egrave;me pr&iacute;ncipe stipule que toute transformation r&eacute;elle s'effectue avec cr&eacute;ation d'entropie|8. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les principes de la thermodynamique :|UE3T120108|VRAI|||||||
D. Le deuxi&egrave;me pr&iacute;ncipe est aussi appel&eacute; pr&iacute;ncipe de Carnot|8. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les principes de la thermodynamique :|UE3T120108|VRAI|||||||
E. Le troisi&egrave;me pr&iacute;ncipe stipule qu'&agrave; la limite du z&eacute;ro absolu, l'entropie d'&eacute;quilibre d'un syst&egrave;me tend vers une constante ind&eacute;pendante des autres param&egrave;tres intensifs|8. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les principes de la thermodynamique :|UE3T120108|VRAI|||||||
A. Un isolant est un mat&eacute;riau permettant des &eacute;changes d'&eacute;nergie entre 2 syst&egrave;mes, par opposition &agrave; un conducteur|9. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les m&eacute;canismes de conduction:|UE3T120109|FAUX|A. C'est l'inverse !||||||
B. Un bon conducteur &eacute;lectrique est souvent un bon conducteur thermique|9. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les m&eacute;canismes de conduction:|UE3T120109|VRAI|||||||
C. Un bon conducteur &eacute;lectrique est rarement un bon conducteur thermique|9. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les m&eacute;canismes de conduction:|UE3T120109|FAUX|||||||
D. Les deux ph&eacute;nom&egrave;nes de conductions (&eacute;lectrique et thermique) font intervenir des paquets d'onde : les photons|9. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les m&eacute;canismes de conduction:|UE3T120109|FAUX|D. Attention ! Ces paquets d'ondes s'appellent des phonons et pas des photons ! Lisez bien les QCMs !||||||
E. Le ph&eacute;nom&egrave;ne de r&eacute;sistance &eacute;lectrique est d&ucirc; au freinage des &eacute;lectrons par les photons|9. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les m&eacute;canismes de conduction:|UE3T120109|FAUX|E. M&ecirc;me pi&egrave;ge, la proposition est correcte mais ce sont les phonons qui freinent les &eacute;lectrons.||||||
A. La cellulose|10. Parmi les mat&eacute;riaux suivants, lequel ou lesquels est/sont un/des conducteur(s) &eacute;lectrique(s) :|UE3T120110|FAUX|||||||
B. Le latex|10. Parmi les mat&eacute;riaux suivants, lequel ou lesquels est/sont un/des conducteur(s) &eacute;lectrique(s) :|UE3T120110|FAUX|||||||
C. Les plasmas|10. Parmi les mat&eacute;riaux suivants, lequel ou lesquels est/sont un/des conducteur(s) &eacute;lectrique(s) :|UE3T120110|VRAI|||||||
D. Le graphite|10. Parmi les mat&eacute;riaux suivants, lequel ou lesquels est/sont un/des conducteur(s) &eacute;lectrique(s) :|UE3T120110|VRAI|||||||
E. Les &eacute;lectrolyes|10. Parmi les mat&eacute;riaux suivants, lequel ou lesquels est/sont un/des conducteur(s) &eacute;lectrique(s) :|UE3T120110|VRAI|||||||
A. Un conducteur &eacute;lectrique est un mat&eacute;riau poss&eacute;dant des porteurs de charge &eacute;lectrique mobiles|11. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les conducteurs &eacute;lectriques :|UE3T120111|VRAI|||||||
B. Un conducteur &eacute;lectrique est un composant &eacute;lectrique ou &eacute;lectronique de forte r&eacute;sistance, servant &agrave; v&eacute;hiculer le courant d'un point &agrave; un autre|11. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les conducteurs &eacute;lectriques :|UE3T120111|FAUX|B. De faible r&eacute;sistance!||||||
C. Lorsqu'un conducteur est soumis &agrave; un champ &eacute;lectrique, les porteurs de charge sont anim&eacute;s d'un mouvement al&eacute;atoire|11. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les conducteurs &eacute;lectriques :|UE3T120111|FAUX|||||||
D. Lorsqu'un conducteur &eacute;lectrique est soumis &agrave; un champ &eacute;lectrique, les porteurs de charges sont anim&eacute;s d'un mouvement ordonn&eacute;|11. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les conducteurs &eacute;lectriques :|UE3T120111|VRAI|||||||
E. Le conducteur parfait n'existe qu'en th&eacute;orie : on l'appelle conducteur ohmique|11. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Concernant les conducteurs &eacute;lectriques :|UE3T120111|FAUX|E. Tous les conducteurs r&eacute;els sont des conducteurs ohmiques : ils opposent tous une r&eacute;sistance, parfois m&ecirc;me tr&egrave;s faible, au courant. Le conducteur parfait, qui n'existe qu'en th&eacute;orie, n'a pas de nom.||||||
A. En y ajoutant des atomes poss&eacute;dant 5 &eacute;lectrons p&eacute;riph&eacute;riques (As)|12. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Il est possible de favoriser la conduction d'un cristal de germarnium :|UE3T120112|VRAI|||||||
B. Un atome As y cr&eacute;e un centre donneur d'&eacute;lectrons|12. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Il est possible de favoriser la conduction d'un cristal de germarnium :|UE3T120112|VRAI|||||||
C. En y ajoutant des atomes poss&eacute;dant 3 &eacute;lectrons p&eacute;riph&eacute;riques (In)|12. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Il est possible de favoriser la conduction d'un cristal de germarnium :|UE3T120112|VRAI|L'indium est bien accepteur d'&eacute;lectrons.||||||
D. Un atome In y cr&eacute;e un centre donneur d'&eacute;lectrons|12. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Il est possible de favoriser la conduction d'un cristal de germarnium :|UE3T120112|FAUX|L'indium est bien accepteur d'&eacute;lectrons.||||||
E. Il n'est pas posible de favoriser la conduction d'un cristal de germanium|12. Parmi les propositions suivantes, indiquez la ou les proposition(s) exacte(s) : Il est possible de favoriser la conduction d'un cristal de germarnium :|UE3T120112|FAUX|||||||
A. La fraction molaire partielle d'un constituant d'un m&eacute;lange est comprise entre 0 et 1.|13. Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) justes ?|UE3T120113|VRAI|||||||
B. Si n est la quantit&eacute; de mati&egrave;re totale du syst&egrave;me, et que B est extensive alors B/n est &eacute;galement extensive.|13. Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) justes ?|UE3T120113|FAUX|B. Cette nouvelle grandeur sera intensive.||||||
C. La molarit&eacute; du constituant i correspond au rapport de sa quantit&eacute; de mati&egrave;re n i par le volume de solvant.|13. Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) justes ?|UE3T120113|FAUX|||||||
D. La molalit&eacute; du constituant i correspond &agrave; la quantit&eacute; de mati&egrave;re de i contenue dans 1000 g solution|13. Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) justes ?|UE3T120113|FAUX|D. Il s'agit de la quantit&eacute; de i dans 1000 g de solvant, ce qui est diff&eacute;rent. Ceci est flagrant dans certains cas (le sang, par exemple, o&ugrave; 1 kg de sang ne contient pas 1 kg d'eau).||||||
E. La molalit&eacute; est ind&eacute;pendante de la temp&eacute;rature|13. Parmi les affirmations suivantes, laquelle (lesquelles) est (sont) justes ?|UE3T120113|VRAI|||||||
A. Lors de la r&eacute;alisation d'une mesure, on peut comparer deux grandeurs physiques de nature diff&eacute;rente.|15. Concernant les grandeurs, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120115|FAUX|A. La mesure de la grandeur est r&eacute;alis&eacute;e par comparaison de deux grandeurs physiques de m&ecirc;me nature.||||||
B. Le syst&egrave;me international est compos&eacute; de 7 grandeurs de base.|15. Concernant les grandeurs, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120115|VRAI|B. Chacune des sept grandeurs de base du SI est suppos&eacute;e avoir sa propre dimension.||||||
C. On peut utiliser un nombre illimit&eacute; de grandeurs d&eacute;riv&eacute;es.|15. Concernant les grandeurs, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120115|VRAI|||||||
D. Une dimension peut caract&eacute;riser plusieurs grandeurs de base du syst&egrave;me international.|15. Concernant les grandeurs, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120115|FAUX|||||||
E .Les symboles des grandeurs, toujours &eacute;crits en italique, ne sont que recommand&eacute;s.|15. Concernant les grandeurs, parmi les propositions suivantes, laquelle ou lesquelles sont exactes ?|UE3T120115|VRAI|||||||
A. Le joule (J)|16. Parmi les propositions suivantes, laquelle ou lesquelles, ne sont pas des unit&eacute;s de base ?|UE3T120116|VRAI|||||||
B. La mole (mol)|16. Parmi les propositions suivantes, laquelle ou lesquelles, ne sont pas des unit&eacute;s de base ?|UE3T120116|FAUX|||||||
C. Le degr&eacute; Celsius (°C)|16. Parmi les propositions suivantes, laquelle ou lesquelles, ne sont pas des unit&eacute;s de base ?|UE3T120116|VRAI|||||||
D. La candela (cd)|16. Parmi les propositions suivantes, laquelle ou lesquelles, ne sont pas des unit&eacute;s de base ?|UE3T120116|FAUX|||||||
E. Le watt (W)|16. Parmi les propositions suivantes, laquelle ou lesquelles, ne sont pas des unit&eacute;s de base ?|UE3T120116|VRAI|||||||
